ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
1532570620.00458,4577,0,41796.0,3141,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532590899.003181,9261,0,51811.0,6783,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538798.003759,4449,0,61664.0,4634,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577950.996691,4362,0,11330.0,9849,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527300.006374,4626,0,20213.0,4945,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581802.005926,3434,0,58297.0,4342,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556867.0063,5771,0,28512.0,5316,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538465.005459,1304,0,28861.0,938,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532564029.00159,277,0,24610.0,5690,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573321.00425,2213,0,35329.0,6489,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569012.005026,1144,0,16469.0,4484,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556260.003942,4524,0,7697.0,9472,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582903.008881,5997,0,14853.0,765,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532530298.006323,592,0,42245.0,8582,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529416.006287,3612,0,15689.0,4149,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529751.004077,2954,0,12500.0,7024,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532541333.00266,4068,0,35020.0,7005,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593421.003922,4985,0,48451.0,6614,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560713.004104,4231,0,7110.0,5938,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526818.006875,3899,0,50091.0,5047,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532585740.002931,9721,0,41079.0,4475,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538647.004675,7375,0,14656.0,8771,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546704.007036,1723,0,54607.0,5727,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582528.000759,2970,0,40492.0,6021,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536291.002255,9562,0,53287.0,7383,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588587.002322,4334,0,57041.0,8163,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543062.005841,9375,0,43964.0,4448,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532553297.002074,5198,0,53491.0,7434,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539042.005395,7741,0,37810.0,3644,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560340.007373,2304,0,49985.0,7166,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539899.002616,2558,0,40944.0,3785,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546076.000855,3541,0,2417.0,923,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532570080.005731,4454,0,11821.0,5553,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565694.002893,2584,0,21826.0,2427,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532585444.005685,6841,0,56068.0,1907,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540805.003547,2737,0,58848.0,8948,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551065.003029,5098,0,7092.0,2263,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546282.003131,9722,0,32952.0,7939,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532534936.005773,4786,0,7289.0,5320,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532587409.00318,376,0,19405.0,5618,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533802.00692,4964,0,41356.0,9362,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526333.00602,5284,0,47293.0,7382,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532592033.005547,5702,0,52130.0,4692,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532552577.003037,2774,0,58298.0,5716,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539492.998919,8744,0,15564.0,2686,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532528706.009468,6187,0,27237.0,1992,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529231.001707,9391,0,64840.0,4389,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527125.00488,2014,0,8309.0,4824,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544974.99655,2399,0,20057.0,9264,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533460.00154,718,0,49220.0,2716,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527582.007642,6044,0,39547.0,9273,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569584.005131,4484,0,21541.0,6858,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557290.005804,5521,0,29417.0,6573,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532548580.000235,3763,0,57364.0,5547,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588439.998059,8005,0,43904.0,7358,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580566.004516,402,0,15961.0,2625,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538835.001208,5273,0,37744.0,9029,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594958.005688,3539,0,47887.0,3695,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583270.007007,7373,0,57776.0,1547,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532579018.003838,2342,0,3132.0,2005,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532555218.005145,8288,0,64811.0,93,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538231.005768,6456,0,43741.0,627,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578150.998342,2956,0,37278.0,9356,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569107.004206,8081,0,32168.0,3130,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581972.00462,6192,0,37951.0,9303,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581249.002633,6822,0,32296.0,5023,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583710.001571,168,0,30866.0,2556,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580921.002784,7041,0,4388.0,2006,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545848.000687,118,0,25197.0,6811,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532534543.004112,4095,0,57647.0,1773,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559736.00304,8969,0,7857.0,784,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532573327.003577,5375,0,50944.0,196,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593830.001538,6731,0,784.0,4029,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576554.001675,3617,0,29133.0,4713,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532574267.000738,1921,0,26992.0,2462,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563151.005378,3746,0,45333.0,3759,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532555964.000174,2585,0,24846.0,4711,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593707.001892,2295,0,54593.0,942,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532566822.003619,8029,0,17705.0,4618,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526810.004176,4041,0,24801.0,4418,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536058.000162,3737,0,42002.0,3780,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582182.001556,9619,0,28951.0,6689,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544531.004068,3731,0,36335.0,7915,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532590208.996962,4114,0,34736.0,7293,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532528937.005329,5309,0,23555.0,5162,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533318.007948,2825,0,52256.0,6650,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557441.00496,4763,0,40316.0,1248,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583105.005669,3606,0,64589.0,1614,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583870.003502,5822,0,39935.0,722,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545232.002479,729,0,16065.0,808,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542591.003155,6580,0,48006.0,5753,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545345.997475,9563,0,41320.0,7489,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532574136.000802,1660,0,35512.0,7589,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527683.003088,9443,0,24225.0,13,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532571362.001285,4315,0,9162.0,207,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539436.000893,5149,0,32761.0,2442,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532553390.999234,9534,0,6525.0,7392,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532552905.004139,4957,0,65436.0,6942,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543458.00106,7413,0,41810.0,3698,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532567255.00491,8312,0,43404.0,8896,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557865.004277,1611,0,22988.0,9398,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547163.006006,5152,0,27909.0,6117,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527706.003986,8426,0,26636.0,9521,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576240.002567,7272,0,43906.0,1386,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533021.007956,6290,0,41670.0,9966,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546076.002345,8500,0,34524.0,1206,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593171.003548,8831,0,45330.0,8972,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532540827.996935,9795,0,33691.0,2172,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560227.000021,4085,0,48517.0,6447,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532592757.006556,4674,0,57643.0,8676,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532527254.005843,408,0,12832.0,9015,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594363.004125,194,0,47278.0,4678,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531017.99904,5533,0,9771.0,5226,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542337.002395,8852,0,35919.0,8265,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537394.003948,7083,0,20052.0,5168,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532546837.004913,797,0,36637.0,4249,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556815.001478,1812,0,626.0,9541,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532566052.005619,9026,0,13348.0,5443,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532568565.004142,9204,0,50001.0,1213,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531974.004895,2084,0,61020.0,9006,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532541557.999946,4355,0,18775.0,7404,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532566755.004286,6364,0,32346.0,3526,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544661.00066,4620,0,37072.0,8851,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588576.998013,2702,0,12403.0,521,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560393.003416,2728,0,13418.0,9900,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544183.00496,5164,0,34985.0,9960,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538560.005167,259,0,58858.0,587,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532579696.003239,6265,0,19298.0,1916,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532579185.005809,5286,0,61474.0,1431,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532638.002269,3331,0,7839.0,3193,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551967.999545,4808,0,40825.0,7629,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558781.005874,1170,0,21394.0,7983,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542743.005909,6571,0,42348.0,299,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532568504.004841,5476,0,10004.0,1979,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559859.004366,7734,0,54929.0,7801,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547563.002517,3089,0,62232.0,4383,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532361.002942,8353,0,5694.0,2492,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532587288.99773,302,0,51974.0,3830,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551338.003427,2903,0,17199.0,1394,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589659.999393,2020,0,65333.0,8588,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526054.002831,2818,0,19771.0,6068,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532564790.007688,2890,0,23173.0,5451,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580373.005229,8078,0,54147.0,735,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536487.000336,8913,0,44780.0,4578,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532550692.007478,8101,0,25184.0,560,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543584.002543,7964,0,33681.0,5555,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589120.999997,177,0,33677.0,3588,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533378.004015,5739,0,12836.0,5516,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532562184.000693,709,0,18405.0,3252,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576754.998003,5121,0,63164.0,2080,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533963.003702,801,0,53239.0,9704,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532577229.996272,4910,0,5538.0,2797,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532550001.003674,4784,0,24592.0,9209,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582539.005492,869,0,44205.0,7195,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583867.002448,5384,0,37933.0,5322,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542707.003648,7012,0,58641.0,8320,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532545449.999335,3706,0,24968.0,3901,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532588173.99847,3427,0,44438.0,1436,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556851.006184,5055,0,16109.0,1447,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532567189.001514,9249,0,33684.0,2558,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532542378.002082,5688,0,10901.0,7944,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558493.003632,9011,0,11567.0,7995,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532579976.005789,4367,0,25472.0,7283,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559207.002011,4612,0,49619.0,3417,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532976.006084,5482,0,52145.0,6470,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557015.001384,6739,0,31195.0,8546,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529103.007623,1091,0,18816.0,6655,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563120.005541,4937,0,62087.0,5364,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532586132.99918,5067,0,23431.0,9329,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533390.005178,8567,0,62502.0,3420,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572437.003817,6226,0,19441.0,8645,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582461.006371,7260,0,52691.0,8180,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544346.006646,6702,0,23969.0,7102,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532585489.001522,47,0,57769.0,2363,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572968.005305,9661,0,61394.0,6115,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559726.001748,5488,0,30215.0,4900,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532582875.008317,5361,0,35775.0,1685,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536235.003499,5031,0,9737.0,6376,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532581137.006443,3046,0,33999.0,6944,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532525441.002085,8301,0,5678.0,8069,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558980.006927,2285,0,35872.0,1387,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533039.003201,480,0,65046.0,9889,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532590487.003545,9549,0,44953.0,26,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532578212.997346,8260,0,23591.0,2098,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532584002.009359,8600,0,23905.0,8267,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532813.002646,5320,0,46952.0,8637,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532564081.005943,3423,0,31402.0,8877,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532547041.005896,9707,0,43509.0,344,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532580867.007562,4559,0,40591.0,9063,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532556719.999694,676,0,58297.0,1581,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529431.998909,5965,0,50491.0,2994,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535769.00277,6593,0,22403.0,1311,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532575261.996632,8248,0,60617.0,1372,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532539924.001317,1205,0,54491.0,2742,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559345.006478,1853,0,17992.0,778,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532575450.999012,4682,0,47630.0,7721,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572013.005193,9052,0,20180.0,4364,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551115.004076,1437,0,37483.0,3748,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532549669.998808,1741,0,797.0,171,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529624.000804,4677,0,38822.0,2403,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533344.007636,5132,0,60064.0,1856,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532534585.005433,6108,0,43265.0,4641,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532554551.003621,3740,0,9187.0,1886,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531191.00636,2187,0,24197.0,5151,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532587776.99682,7987,0,64192.0,3518,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532572832.002378,1832,0,56605.0,6107,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532543852.000609,5025,0,25031.0,5073,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533708.001721,374,0,30073.0,7669,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536409.000118,2464,0,12956.0,3120,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557479.001547,3404,0,47043.0,5209,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532569718.001843,9749,0,33736.0,2216,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532544512.001158,3051,0,37603.0,9570,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576923.000662,9229,0,50955.0,427,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594997.001177,5454,0,56134.0,3715,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532591733.007328,2421,0,61335.0,4336,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532551283.006745,5202,0,30453.0,7738,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532536033.002195,2318,0,59735.0,9078,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560782.00355,8762,0,45788.0,728,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532537079.996937,7001,0,36089.0,2088,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535128.005454,7453,0,27402.0,188,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532574290.00257,8497,0,14279.0,5065,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532533545.005339,4516,0,18814.0,3594,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535241.005996,6949,0,3258.0,7726,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532568694.004502,4627,0,3207.0,8924,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532571617.0055,7386,0,35137.0,8562,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532538479.004247,9275,0,36939.0,9543,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532636.003661,9827,0,10223.0,2623,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532553315.00007,6305,0,44507.0,9689,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532557684.004896,539,0,1525.0,4998,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532563317.003302,1325,0,32630.0,2862,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532585533.001691,525,0,54581.0,8365,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532593896.00492,297,0,28639.0,7378,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532565687.004126,35,0,37566.0,8651,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532564117.003683,3626,0,47279.0,8569,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532559796.006302,4689,0,59725.0,2024,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532526239.006533,5311,0,23080.0,3905,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560443.00368,3696,0,54463.0,9214,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532591486.005649,4549,0,64890.0,8441,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532594397.006745,8323,0,49474.0,5850,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532532237.006511,2578,0,23030.0,8775,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583083.006691,1046,0,62713.0,1022,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532529855.001488,5668,0,45243.0,9141,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532535961.00437,5998,0,46012.0,8382,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532558252.002302,4896,0,13902.0,4272,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532531461.001439,6101,0,33911.0,9952,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532574207.999544,8057,0,60306.0,2043,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532583766.007193,1397,0,56738.0,373,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532576534.995774,1789,0,27500.0,3636,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532589388.000151,1439,0,45991.0,6817,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532560000.006177,9626,0,22389.0,1438,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532571522.00089,83,0,14573.0,7767,81.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532548788.002593,5550,0,27785.0,9449,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
1532575696.001452,2293,0,46663.0,6293,23.0,0,2,0.0,2,1.0,40.0,0.0,0.0,1,0
